iter	F1	Logloss
67	0.9674220963	0.09622111371
68	0.9676878967	0.09560964763
69	0.9679311567	0.09507297772
70	0.9683327959	0.09447630587
71	0.9683891362	0.09391490221
72	0.9685080021	0.09347654061
73	0.968503937	0.09298179431
74	0.9687247846	0.09251568459
75	0.9688831504	0.09208732595
76	0.9689849927	0.09163727175
77	0.9691453653	0.09125695274
78	0.969084807	0.09086157772
79	0.9692019628	0.09012752173
80	0.9694562831	0.08969478432
81	0.9696813148	0.08928356796
82	0.9697772037	0.08885919147
83	0.9699024737	0.08849833898
84	0.9701844494	0.08807512065
85	0.9704314106	0.08768844766
86	0.9707231952	0.08726350796
87	0.9706642543	0.08682483698
88	0.9707897118	0.086510509
89	0.9709114415	0.08593221691
90	0.9710018427	0.08547453157
91	0.9711274209	0.08505854774
92	0.9709573092	0.08475737989
93	0.9712437328	0.08445496662
94	0.9712991425	0.08404716127
95	0.9713989906	0.08376663396
96	0.9713952886	0.08341545127
97	0.9716153672	0.08303965383
98	0.9716190415	0.08276400504
99	0.9716764316	0.08245907715
100	0.9716745978	0.08224446948
101	0.9717744546	0.08197622971
102	0.9718059107	0.08167768754
103	0.9719983167	0.08132974134
104	0.9721871459	0.08102164836
105	0.9722779973	0.08081309323
106	0.972437247	0.08055556243
107	0.9724633925	0.08034854622
108	0.9724913327	0.08003354397
109	0.9725876482	0.07974280745
110	0.9724931152	0.07947666188
111	0.9726786582	0.07918022184
112	0.9728047713	0.07892350809
113	0.9729694691	0.07872297279
114	0.9731587137	0.07850952327
115	0.9732849177	0.0782147808
116	0.9732516292	0.07798596589
117	0.9734094299	0.07772051839
118	0.9736620175	0.07745725235
119	0.9736901865	0.07726909978
120	0.9738114555	0.07701824027
121	0.9739711801	0.07680876497
122	0.9740693863	0.07652283558
123	0.9743523148	0.07627449862
124	0.9742890534	0.07609101041
125	0.9743523148	0.0758349154
126	0.9744488815	0.07562324278
127	0.9745487599	0.07542162071
128	0.9746186303	0.07518166055
129	0.974676969	0.07497361311
130	0.9746103896	0.07476365392
131	0.9746753247	0.07457374825
132	0.9748652335	0.07432898889
133	0.9747669925	0.07415115659
134	0.9748335769	0.07396885826
135	0.9749001526	0.07374513607
136	0.9750568366	0.07356959628
137	0.9750568366	0.07338924143
138	0.9752484896	0.07315078846
139	0.9752817748	0.07296022439
140	0.9754417879	0.07278841292
141	0.9755368572	0.07261403129
142	0.975568551	0.07240786386
143	0.9753451356	0.07226846486
144	0.9754069069	0.07211220915
145	0.9754702882	0.07198304315
146	0.9755368572	0.0718026645
147	0.9756034175	0.0716428788
148	0.9757000845	0.07141748283
149	0.9756683884	0.07129880369
150	0.9757032417	0.07112080481
151	0.9759012666	0.07096758728
152	0.9760644344	0.07079312632
153	0.9760296219	0.07062201291
154	0.9761595427	0.07048476363
155	0.9762894634	0.07036747269
156	0.9764178523	0.0702510226
157	0.9764510995	0.07004947193
158	0.9766157843	0.06991286519
159	0.97649198	0.06972926592
160	0.9765871083	0.06955888231
161	0.9767502273	0.06937822602
162	0.9767169995	0.06923129107
163	0.9766218586	0.06907299669
164	0.9767819451	0.06893011529
165	0.9767185115	0.06880861215
166	0.9768831169	0.06866076496
167	0.9769133357	0.06845280478
168	0.9769450578	0.06832987378
169	0.9771051862	0.06813422494
170	0.9771066732	0.06798688544
171	0.9770085082	0.0678588062
172	0.9770764335	0.06769568089
173	0.976946555	0.06755536964
174	0.9771716188	0.06742374455
175	0.9771096464	0.06730381999
176	0.9773044579	0.06714930945
177	0.9773361907	0.06698441517
178	0.9773376623	0.06688235476
179	0.9774011299	0.06673460276
180	0.9774675325	0.06657465047
181	0.9774978082	0.0664120844
182	0.9774328668	0.06628755103
183	0.9773708646	0.066170859
184	0.9774314012	0.066022401
185	0.9775280899	0.0659357377
186	0.9774602144	0.06584294649
187	0.9774602144	0.06574246863
188	0.9775251705	0.065685136
189	0.9776594363	0.06553203745
190	0.9777532396	0.06539990071
191	0.9777546845	0.06527894096
192	0.9779149074	0.06512047206
193	0.9780448197	0.06502404774
194	0.9781097759	0.06489421144
195	0.9782036706	0.06463654975
196	0.9783018255	0.06449397376
197	0.9784303534	0.06436650533
198	0.9783653846	0.06428737797
199	0.9784649365	0.06412963887
200	0.9785588981	0.06400977778
201	0.9785892979	0.06388720375
202	0.9787192566	0.06374431838
203	0.978784236	0.06361519601
204	0.978784236	0.06353001611
205	0.9787192566	0.06339013718
206	0.9788478409	0.06331045057
207	0.9791368777	0.06316779525
208	0.9790705232	0.06306206999
209	0.9790705232	0.06293863924
210	0.9791023433	0.06286670276
211	0.9790705232	0.06276312722
212	0.9792018718	0.06265471679
213	0.97920052	0.06254276447
214	0.9793318601	0.06246186022
215	0.9793636866	0.06236451572
216	0.9794286829	0.06223979196
217	0.9794605135	0.06216493629
218	0.9794896798	0.06207421945
219	0.9796223472	0.06196074407
220	0.9794923462	0.06181058454
221	0.9795573467	0.06172177945
222	0.979524181	0.06159729367
223	0.979524181	0.06147862246
224	0.979524181	0.0613725918
225	0.9795546888	0.06125696273
226	0.9797165518	0.06117741495
227	0.9796502178	0.06108774124
228	0.9796833859	0.06102910767
229	0.9796183727	0.0609404414
230	0.9796833859	0.06086698186
231	0.9797139142	0.0607850424
232	0.9797776188	0.06067857942
233	0.9798107871	0.06061382587
234	0.9798094743	0.06048697222
235	0.9798731914	0.06039297526
236	0.9798081613	0.06031742152
237	0.9798745001	0.0602448544
238	0.9797763038	0.06018593922
239	0.9798413318	0.0601201941
240	0.9798081613	0.05999993241
241	0.9798373984	0.05990784721
242	0.9799037461	0.05980708377
243	0.9799382214	0.05975059596
244	0.980001951	0.05962400805
245	0.9799687825	0.05955881821
246	0.9801294351	0.05945853469
247	0.9801294351	0.05936979306
248	0.9802914011	0.05928050408
249	0.9802608045	0.05918905745
250	0.9802276423	0.05914741544
251	0.9802914011	0.05904453004
252	0.9803883306	0.05893352169
253	0.9804546489	0.05880690205
254	0.9804878049	0.05869210987
255	0.9804878049	0.0586203479
256	0.9805209587	0.05851970345
257	0.9806866953	0.05833907889
258	0.9807173284	0.05824894906
259	0.9807823627	0.05815018463
260	0.9806497772	0.05804732303
261	0.9808130081	0.05797286002
262	0.9807492196	0.05788904055
263	0.9807798628	0.05779997765
264	0.9807492196	0.05769943236
265	0.9807836124	0.05762431491
266	0.9808155037	0.05752195306
267	0.9808805359	0.05745138891
268	0.9808805359	0.05737736219
269	0.9809774656	0.05726699638
270	0.9810744017	0.05720939801
271	0.981041267	0.05715472279
272	0.9810744017	0.05712369852
273	0.9810756324	0.05700346063
274	0.9809799395	0.05692682806
275	0.980948046	0.056818374
276	0.9809811762	0.05671570675
277	0.9810793238	0.0566302968
278	0.9810143043	0.05656655465
279	0.9810780935	0.05651672623
280	0.9812105845	0.05640744322
281	0.9812743823	0.05632553946
282	0.9813394018	0.05625350381
283	0.9813394018	0.05621092973
284	0.9814363276	0.05615604033
285	0.9814032122	0.05605492389
286	0.9814339132	0.05600521842
287	0.9814351205	0.05590278518
288	0.9814682359	0.05582334845
289	0.9815332596	0.05575271291
290	0.9816633071	0.05568283492
291	0.9816940335	0.05562371746
292	0.9816940335	0.05557688755
293	0.9817259543	0.0554997354
294	0.9819884258	0.05546380484
295	0.9819541538	0.0553955094
296	0.9819222266	0.05532828882
297	0.9818891237	0.05523247134
298	0.9819553272	0.0551569533
299	0.9819541538	0.05509689583
300	0.9819222266	0.05501812544
301	0.9819553272	0.05496347402
302	0.9820522825	0.05488103085
303	0.9821823384	0.05480479094
304	0.982149244	0.05473552773
305	0.9821800208	0.05458181441
306	0.9822462119	0.05450699443
307	0.9824116519	0.05444976492
308	0.9825108901	0.05436370053
309	0.9825108901	0.05427010021
310	0.9825416951	0.05419452267
311	0.9824766735	0.05411635515
312	0.9825428302	0.05404700468
313	0.9825097529	0.05397478659
314	0.9825086156	0.05391276581
315	0.9827048114	0.05384205094
316	0.982672865	0.05379466575
317	0.9827048114	0.05371235346
318	0.98273676	0.05364519635
319	0.98273676	0.05360795294
320	0.9827709512	0.05355175467
321	0.9827378824	0.05350899813
322	0.9827390046	0.05344623963
323	0.9827720713	0.05338888716
324	0.9827709512	0.05325865821
325	0.9827698309	0.05318154969
326	0.9827698309	0.05314907772
327	0.9828359665	0.05307660975
328	0.9828679172	0.05305471587
329	0.9828017816	0.05298135548
330	0.98289987	0.05293535849
331	0.9829957408	0.05283265951
332	0.9830288055	0.0527703016
333	0.983159948	0.05269295907
334	0.9831919113	0.0526245605
335	0.9831919113	0.0525390395
336	0.983159948	0.05249395872
337	0.9831279867	0.05242402124
338	0.9832580215	0.05233769904
339	0.9833241231	0.05229488301
340	0.9832260581	0.0522397358
341	0.9832580215	0.05221063914
342	0.9832580215	0.05216693466
343	0.9833539242	0.05207045878
344	0.9833550065	0.05201888122
345	0.983421104	0.05192185403
346	0.9834541495	0.0518465462
347	0.983421104	0.05181104796
348	0.9834232594	0.05170500937
349	0.9834232594	0.05162840853
350	0.9834232594	0.05157788204
351	0.9834882663	0.05151494505
352	0.9835873769	0.05143011814
353	0.9836182799	0.0513863383
354	0.9836513147	0.05136141021
355	0.9837173779	0.05128915246
356	0.9837823784	0.0512182353
357	0.9837813241	0.05115690466
358	0.9838783072	0.05108377829
359	0.9837152608	0.05103726171
360	0.9837802698	0.05097646255
361	0.9837802698	0.05090494649
362	0.9837504062	0.05086484736
363	0.9838793552	0.05081344432
364	0.9839102877	0.0507598876
365	0.9838783072	0.05074586282
366	0.9838783072	0.05072159313
367	0.983943314	0.05063104287
368	0.983943314	0.05059007116
369	0.9840403055	0.05051771425
370	0.9840083209	0.05046303903
371	0.9840733277	0.0504084352
372	0.9840083209	0.05033791071
373	0.984041343	0.05028387406
374	0.984074363	0.05019968176
375	0.9840753981	0.05014485979
376	0.9842373818	0.0500946387
377	0.984074363	0.05004912163
378	0.9841713524	0.05001201308
379	0.9842043682	0.04997343304
380	0.9843023823	0.04989956894
381	0.9843673828	0.04985810937
382	0.9843343734	0.04980879657
383	0.9843023823	0.04975347485
384	0.9843034026	0.04968029295
385	0.984399376	0.04963359789
386	0.9844313713	0.04958358702
387	0.9845623842	0.04953175562
388	0.9845293812	0.0494860799
389	0.9844973837	0.04944280774
390	0.9844973837	0.04937725697
391	0.9845303867	0.04933974783
392	0.9845293812	0.04928468391
393	0.9845293812	0.04924739291
394	0.9844643786	0.04919626355
395	0.9844973837	0.04914874351
396	0.9845283755	0.04908476338
397	0.9845283755	0.04903958345
398	0.9845283755	0.04901208917
399	0.9845293812	0.04896794047
400	0.9846273847	0.0489133882
401	0.9845293812	0.04885854243
402	0.9846263854	0.04881419938
403	0.9846263854	0.04876888459
404	0.9846273847	0.04872818655
405	0.9846273847	0.0486969838
406	0.9846273847	0.04868045629
407	0.9845953851	0.04862175133
408	0.9845953851	0.04858217972
409	0.9845623842	0.04853269239
410	0.9845623842	0.04847725168
411	0.9845623842	0.04843659331
412	0.984724389	0.04837298998
413	0.984724389	0.04832154332
414	0.9846913901	0.04826994593
415	0.9847253819	0.04821815023
416	0.9847583764	0.04817368423
417	0.9847583764	0.04815839817
418	0.9846603835	0.04811543142
419	0.9847893916	0.0480728851
420	0.9848864043	0.04799476914
421	0.9849523871	0.0479334028
422	0.9849184164	0.04788925409
423	0.9849184164	0.04784762398
424	0.9849184164	0.04779985009
425	0.9848864043	0.04775032708
426	0.9848213996	0.04768372921
427	0.9849523871	0.04762222405
428	0.9849523871	0.04759281802
429	0.9849843994	0.04756003668
430	0.9849843994	0.04753136839
431	0.9848873867	0.04746916913
432	0.9848883689	0.04741325246
433	0.984920377	0.04732314246
434	0.9849853754	0.04728274586
435	0.9849843994	0.04721136069
436	0.9850164137	0.04715377421
437	0.9849843994	0.04713499386
438	0.9849843994	0.04708636722
439	0.985049402	0.04701729836
440	0.9850154396	0.04697081351
441	0.9850804486	0.0469195136
442	0.9850804486	0.04686588548
443	0.9851454575	0.04683455184
444	0.9852114278	0.04678558013
445	0.9852114278	0.04675000257
446	0.9852434506	0.04670524306
447	0.9852434506	0.04667414343
448	0.9852434506	0.04661737004
449	0.9853423901	0.04654279994
450	0.9853433428	0.04647527
451	0.9853433428	0.04640606628
452	0.9854073906	0.04633568854
453	0.985440364	0.046301285
454	0.9853753656	0.04626750416
455	0.9853753656	0.04622211005
456	0.9854073906	0.0461424512
457	0.9854073906	0.04614237584
458	0.985440364	0.04608066047
459	0.9855063044	0.04601934173
460	0.9854733353	0.04598827383
461	0.985440364	0.04595569477
462	0.9855053624	0.04592020843
463	0.9855712986	0.04587759865
464	0.9856042635	0.04584420254
465	0.9856042635	0.045818739
466	0.9856042635	0.04575922888
467	0.9855712986	0.04569202813
468	0.9856042635	0.04566068656
469	0.9856701868	0.04560952546
470	0.9856701868	0.04553103271
471	0.9856701868	0.04549930641
472	0.9857022162	0.04542987661
473	0.9857351747	0.04538593019
474	0.985768131	0.04535487815
475	0.985768131	0.04529119154
476	0.9858001625	0.04528065312
477	0.9858331167	0.04522006417
478	0.9858331167	0.04517664527
479	0.9858660688	0.04513477321
480	0.985832196	0.04508219615
481	0.9858001625	0.04502631518
482	0.9858651503	0.04500102616
483	0.9858651503	0.04495106288
484	0.9858971859	0.04492521858
485	0.9859292237	0.04487800394
486	0.9859292237	0.0448387179
487	0.9859621759	0.044801062
488	0.9859942157	0.04472789993
489	0.9859942157	0.04470797332
490	0.9859942157	0.04463544586
491	0.985960351	0.04459139235
492	0.9859933054	0.04455492237
493	0.9859283091	0.04453396452
494	0.9859933054	0.0445145337
495	0.985960351	0.04447882525
496	0.9859283091	0.04441385356
497	0.9860253494	0.04435104745
498	0.9860253494	0.0443478308
499	0.9860573954	0.04429212434
500	0.9861241998	0.04425144614
501	0.9861571456	0.04420500096
502	0.9861571456	0.04413633665
503	0.9861571456	0.04411846458
504	0.9862550772	0.0440464448
505	0.9862221356	0.04403126583
506	0.9862230309	0.04399976164
507	0.9862568634	0.04393501999
508	0.9862568634	0.04391038144
509	0.9862897986	0.04387551781
510	0.9862889077	0.04383405428
511	0.9862889077	0.04377615447
512	0.9862559704	0.0437416716
513	0.9862221356	0.04369297357
514	0.9862230309	0.0436577966
515	0.9861891918	0.04360354974
516	0.9862221356	0.043559758
517	0.9862550772	0.0435114209
518	0.9862541839	0.04346783937
519	0.9862862342	0.04343431634
520	0.9863182867	0.04339664458
521	0.9864171053	0.04335626781
522	0.9864500406	0.04334367486
523	0.9866155545	0.0432780051
524	0.9865835039	0.04321900267
525	0.9865835039	0.04319264671
526	0.9866164241	0.04315917525
527	0.9866164241	0.04314391299
528	0.9866164241	0.04310288178
529	0.9865843755	0.04305638504
530	0.9866172936	0.04303230573
531	0.9865514553	0.04297140741
532	0.9865835039	0.0429463048
533	0.9865835039	0.04290078376
534	0.9865505815	0.04286815315
535	0.9866164241	0.04284884924
536	0.9866155545	0.04282151362
537	0.9866164241	0.04278467477
538	0.9865843755	0.04273132033
539	0.9866164241	0.04270128366
540	0.9866493422	0.04263028718
541	0.9866493422	0.04258156932
542	0.9866822582	0.04255335318
543	0.9866822582	0.04254038343
544	0.9867792756	0.04247672458
545	0.9867792756	0.04242672164
546	0.9868113306	0.04238210095
547	0.9868113306	0.04234257693
548	0.9868113306	0.04231175891
549	0.9868113306	0.04228127802
550	0.9868433876	0.04222802273
551	0.986909209	0.04219990574
552	0.986909209	0.04217819431
553	0.9869421165	0.04214515913
554	0.9869421165	0.04208331683
555	0.9869100594	0.04202232729
556	0.9869100594	0.041980836
557	0.9869100594	0.04193985239
558	0.9869421165	0.0419048658
559	0.9869741757	0.0418803026
560	0.9870391424	0.04182597245
561	0.9870720457	0.04180086587
562	0.9871370103	0.04175054563
563	0.9871690758	0.04171683619
564	0.9871370103	0.04170371572
565	0.9871370103	0.04169515648
566	0.9871690758	0.04165485507
567	0.9872661123	0.04159851005
568	0.9872340426	0.04157875796
569	0.9872998343	0.04153928947
570	0.9872998343	0.04148177042
571	0.9872998343	0.04143926773
572	0.9872998343	0.04141369313
573	0.987332727	0.0413991329
574	0.9872998343	0.04134751172
575	0.9872998343	0.04127665009
576	0.987398506	0.04123731646
577	0.9873976874	0.04117119058
578	0.9874297593	0.04114615143
579	0.9874955341	0.04109334036
580	0.9875596843	0.04105169438
581	0.9875588761	0.04098688927
582	0.9875267979	0.04095360422
583	0.9874947218	0.04090773812
584	0.9875276082	0.04088576491
585	0.9876567271	0.0408440872
586	0.9876254506	0.0408267823
587	0.987720894	0.04077629548
588	0.9877216917	0.04074299853
589	0.9876896093	0.0407077105
590	0.9876904089	0.04066503329
591	0.9877545717	0.04058509284
592	0.9877545717	0.04054358568
593	0.9877216917	0.04049728329
594	0.9876896093	0.04046769878
595	0.9877545717	0.04045251981
596	0.9877537762	0.04042923376
597	0.9877537762	0.04041679549
598	0.9877537762	0.04040749852
599	0.9877537762	0.04037336469
600	0.9877537762	0.040333214
601	0.9877529805	0.04030810742
602	0.9877850692	0.0402779716
603	0.9877850692	0.04024572174
604	0.9878179515	0.04021825126
605	0.9878179515	0.04017690276
606	0.9878508316	0.04013136982
607	0.9878837096	0.0400756951
608	0.9878516209	0.0400493669
609	0.9878837096	0.04002126579
610	0.9878844967	0.03999254989
611	0.9878844967	0.03996251323
612	0.9879173704	0.03992658266
613	0.9879181552	0.03989330554
614	0.9879510247	0.03984659462
615	0.98791894	0.03983241515
616	0.9879831114	0.03980377462
617	0.98791894	0.03976156146
618	0.9879831114	0.03972690804
619	0.9879831114	0.03970585898
620	0.9880488439	0.03966408608
621	0.9880480676	0.03961274253
622	0.9880801585	0.03955905888
623	0.9880801585	0.03954013574
624	0.9880480676	0.03952449669
625	0.9881772119	0.03948540896
626	0.9882093091	0.03944619828
627	0.988242936	0.03939817452
628	0.988210075	0.03936674172
629	0.988242936	0.03933644328
630	0.988210075	0.03929897776
631	0.988210075	0.03926806852
632	0.988210075	0.03922358664
633	0.9883071326	0.03916451678
634	0.9883399916	0.03913645533
635	0.9883399916	0.03912164126
636	0.9883071326	0.03909057336
637	0.9883399916	0.03903759967
638	0.9883399916	0.03898858037
639	0.9883399916	0.038951686
640	0.988405703	0.03890119918
641	0.988406456	0.03886129836
642	0.9883736035	0.03883240795
643	0.988406456	0.03878246054
644	0.9883736035	0.03873077987
645	0.9884385555	0.03869511901
646	0.9884385555	0.03866203227
647	0.9884385555	0.03863437141
648	0.9884385555	0.03860782507
649	0.9885035074	0.03858496341
650	0.988470657	0.0385532966
651	0.9886341495	0.03850775573
652	0.9885348663	0.03846176668
653	0.9885027606	0.0384218619
654	0.9885684593	0.03836725807
655	0.9885684593	0.03834003746
656	0.9885684593	0.03833280693
657	0.9886669914	0.03829954171
658	0.9886669914	0.03826853727
659	0.9886348876	0.03822773611
660	0.9886677274	0.03819113128
661	0.9886669914	0.03817539306
662	0.988796155	0.03815484771
663	0.988796155	0.03811786608
664	0.988796155	0.03808807929
665	0.9887640449	0.03804395439
666	0.9888946616	0.0380162499
667	0.9888946616	0.0379947566
668	0.9889596051	0.03794992173
669	0.9888946616	0.03793043935
670	0.9889267738	0.03788782163
671	0.9889596051	0.03786129513
672	0.9890238358	0.03783282514
673	0.9890894921	0.03780008744
674	0.9891216107	0.03777055052
675	0.9891537312	0.03775622034
676	0.9891537312	0.03775525653
677	0.9891537312	0.03771168691
678	0.9891537312	0.03767509001
679	0.9891216107	0.03764602508
680	0.9891872585	0.03763214705
681	0.9892200792	0.03759718426
682	0.9892857143	0.03754253681
683	0.9892850185	0.03750545602
684	0.9894155844	0.03746574162
685	0.9893834616	0.03744515661
686	0.9894490796	0.037414878
687	0.9894169588	0.03736721914
688	0.9894490796	0.03732456175
689	0.9894169588	0.03730473827
690	0.9894812025	0.03727327771
691	0.9895140084	0.03725211362
692	0.9895468121	0.03720183304
693	0.9895146892	0.03716741363
694	0.9895796137	0.03713760304
695	0.9895796137	0.0371262912
696	0.9895796137	0.03709254606
697	0.9896117387	0.0370510032
698	0.9896124132	0.03702610287
699	0.9895796137	0.03699756546
700	0.9896124132	0.03695952087
701	0.9896766654	0.03695125514
702	0.9896766654	0.03692833795
703	0.9897094627	0.03692139695
704	0.989742258	0.03690169642
705	0.989742258	0.03685561614
706	0.9897743873	0.03682717392
707	0.9898065186	0.03679723641
708	0.9898065186	0.03679394439
709	0.9898065186	0.03677775402
710	0.9898065186	0.03677064248
711	0.9898393118	0.03675522553
712	0.9898065186	0.03673421613
713	0.9898393118	0.03672223795
714	0.9898721028	0.03669803172
715	0.9898721028	0.03666601985
716	0.9899048917	0.03665164603
717	0.9898727603	0.03662661878
718	0.9898399714	0.03659985033
719	0.9899383317	0.03656722369
720	0.9899711142	0.03655169568
721	0.9899376785	0.03651548748
722	0.9899376785	0.03648821135
723	0.9899055471	0.0364627716
724	0.9899704632	0.03642373544
725	0.9900032457	0.03639165614
726	0.9900688044	0.036370262
727	0.9900688044	0.03634700372
728	0.9901330737	0.0363158089
729	0.9901337141	0.03628305929
730	0.9902307617	0.03623657445
731	0.9902307617	0.03619761364
732	0.9902307617	0.03617888485
733	0.9902622695	0.03612877879
734	0.9902622695	0.03611584474
735	0.9902950437	0.0360761819
736	0.9902950437	0.03605735395
737	0.9902950437	0.03605169407
738	0.9903278156	0.03602041199
739	0.9902950437	0.03599091077
740	0.9903278156	0.03595597574
741	0.9903278156	0.03593276505
742	0.9903927296	0.03590783299
743	0.9903278156	0.03587371105
744	0.9903605855	0.03586069768
745	0.9903605855	0.03582824951
746	0.9903612112	0.03579779638
747	0.9904267402	0.0357679144
748	0.9904267402	0.03574466405
749	0.9904273615	0.03569862739
750	0.9904916437	0.0356781931
751	0.9905565471	0.03565011181
752	0.9905244029	0.03563325511
753	0.9904922608	0.0356073751
754	0.9904279827	0.03558421597
755	0.9904607398	0.03556969541
756	0.9904279827	0.03555821698
757	0.9904279827	0.03552344458
758	0.9904922608	0.0354648229
759	0.9904922608	0.03545102024
760	0.9904922608	0.03542372427
761	0.9904922608	0.03541244416
762	0.9904922608	0.03538041642
763	0.9904595016	0.03535346552
764	0.9905244029	0.03532976301
765	0.99055716	0.03530267726
766	0.99055716	0.03529049284
767	0.990589915	0.03525977
768	0.990589915	0.03524715326
769	0.990589915	0.03520960841
770	0.990589915	0.03518209034
771	0.990589915	0.03515612308
772	0.9906548121	0.03511432242
773	0.9906226678	0.0350947726
774	0.9906226678	0.03507920891
775	0.9906548121	0.0350433299
776	0.9907524579	0.03501558178
777	0.9907197093	0.03496992193
778	0.9906875629	0.0349636195
779	0.9906875629	0.03495164926
780	0.9907203115	0.03493031858
781	0.990753058	0.03491796758
782	0.9906881672	0.03489581192
783	0.9906554186	0.03488646338
784	0.9906875629	0.03486589027
785	0.9907524579	0.03484252093
786	0.9908828396	0.03481190518
787	0.9908506911	0.03477776738
788	0.9908506911	0.03475901083
789	0.990947143	0.03472331824
790	0.9909144007	0.03468165243
791	0.9908816562	0.03466683439
792	0.9908816562	0.03466572383
793	0.9908816562	0.03463665494
794	0.9909144007	0.03462347498
795	0.990947143	0.03458794501
796	0.990947143	0.03457927075
797	0.9909792978	0.03456392916
798	0.991044195	0.03451051522
799	0.9909465555	0.03449158415
800	0.9910114547	0.03445445577
801	0.9910114547	0.0344181841
802	0.9911085151	0.03439310926
803	0.9910114547	0.03437119951
804	0.991109669	0.03433996899
805	0.9911418281	0.03432137109
806	0.9910775121	0.0342479988
807	0.9911424029	0.03419178467
808	0.991109669	0.03417582037
809	0.991109669	0.03415952688
810	0.991109669	0.03414698549
811	0.9912400234	0.03409025574
812	0.9911751346	0.03406306686
813	0.9912078643	0.03403875751
814	0.9912400234	0.03403017447
815	0.9913370754	0.03399414078
816	0.9913370754	0.03398355477
817	0.9912721845	0.03394294003
818	0.9913365132	0.0339224978
819	0.9913365132	0.03390544278
820	0.9912400234	0.03387272491
821	0.9912721845	0.03382190095
822	0.9912400234	0.03380382263
823	0.9912400234	0.03377708988
824	0.9913043478	0.03374790596
825	0.9913043478	0.03372942705
826	0.9913692408	0.03370725949
827	0.9913692408	0.0336898832
828	0.9913370754	0.03368300963
829	0.9913043478	0.03366370969
830	0.9913043478	0.03364682126
831	0.9913365132	0.03362953222
832	0.9914014082	0.03360108604
833	0.9914014082	0.03357354416
834	0.9914014082	0.03357260019
835	0.9914014082	0.03356606772
836	0.9914014082	0.03354468548
837	0.9913365132	0.03350671625
838	0.9914335778	0.03346096914
839	0.9914657494	0.03344070539
840	0.9914335778	0.03341426614
841	0.9914335778	0.03339704454
842	0.9914657494	0.03335159093
843	0.9914657494	0.03335066679
844	0.9914657494	0.03332787255
845	0.9914979232	0.03330637133
846	0.9915306487	0.0332983991
847	0.9914984749	0.03326548093
848	0.9914984749	0.03324990137
849	0.9914984749	0.03321863912
850	0.9914984749	0.0332062068
851	0.9915633721	0.03318477499
852	0.9915633721	0.03316523311
853	0.9915633721	0.0331516823
854	0.9915633721	0.03314942549
855	0.9915633721	0.033128896
856	0.9915633721	0.03309867292
857	0.9916277259	0.03307029614
858	0.9915955479	0.03303826444
859	0.9916599059	0.03301923817
860	0.9916599059	0.03299935123
861	0.9916599059	0.03296737505
862	0.9916599059	0.03294726004
863	0.9917569936	0.03291486344
864	0.9917242722	0.03287134735
865	0.9917242722	0.03284856105
866	0.9917569936	0.03283092894
867	0.9917569936	0.03281800084
868	0.9917569936	0.03279170438
869	0.9917569936	0.03278022595
870	0.9918229606	0.03273231325
871	0.9917897128	0.03271999992
872	0.9917575286	0.03268734154
873	0.9917902456	0.03266967175
874	0.9917902456	0.03262820425
875	0.9917902456	0.03262756171
876	0.9917575286	0.0325948835
877	0.9917248093	0.03256751218
878	0.9917575286	0.03254578289
879	0.9917902456	0.03252713343
