iter	Passed	Remaining
393	59483	1450245
394	59624	1449852
395	59733	1448681
396	59907	1449085
397	60074	1449326
398	60160	1447614
399	60320	1447702
400	60460	1447280
401	60605	1446999
402	60723	1446061
403	60864	1445672
404	61053	1446434
405	61184	1445832
406	61343	1445874
407	61456	1444840
408	61627	1445151
409	61779	1445042
410	61923	1444719
411	62056	1444177
412	62195	1443756
413	62344	1443569
414	62512	1443813
415	62651	1443399
416	62796	1443124
417	62978	1443683
418	63124	1443433
419	63247	1442649
420	63389	1442294
421	63517	1441629
422	63686	1441909
423	63840	1441839
424	63989	1441648
425	64097	1440534
426	64287	1441285
427	64416	1440632
428	64558	1440295
429	64698	1439909
430	64862	1440066
431	64995	1439532
432	65169	1439892
433	65296	1439241
434	65430	1438716
435	65605	1439116
436	65739	1438606
437	65937	1439478
438	66101	1439633
439	66223	1438864
440	66401	1439292
441	66563	1439390
442	66697	1438886
443	66819	1438128
444	67034	1439349
445	67162	1438723
446	67367	1439731
447	67530	1439839
448	67676	1439603
449	67874	1440445
450	68076	1441374
451	68232	1441327
452	68403	1441598
453	68583	1442071
454	68715	1441508
455	68859	1441218
456	69012	1441103
457	69135	1440381
458	69252	1439518
459	69417	1439651
460	69558	1439296
461	69680	1438564
462	69827	1438327
463	69971	1438030
464	70117	1437794
465	70224	1436729
466	70390	1436909
467	70540	1436730
468	70659	1435943
469	70773	1435044
470	70895	1434321
471	71007	1433391
472	71184	1433763
473	71335	1433623
474	71439	1432553
475	71562	1431853
476	71678	1431010
477	71851	1431313
478	71998	1431104
479	72174	1431460
480	72287	1430564
481	72439	1430461
482	72590	1430319
483	72744	1430232
484	72876	1429736
485	73046	1429976
486	73197	1429839
487	73342	1429574
488	73549	1430523
489	73715	1430673
490	73862	1430469
491	73992	1429929
492	74117	1429274
493	74276	1429287
494	74409	1428811
495	74528	1428054
496	74649	1427343
497	74786	1426949
498	74929	1426661
499	75044	1425846
500	75220	1426191
501	75382	1426267
502	75510	1425690
503	75638	1425134
504	75834	1425832
505	75981	1425621
506	76115	1425183
507	76305	1425765
508	76425	1425064
509	76585	1425091
510	76790	1425962
511	76953	1426044
512	77079	1425438
513	77258	1425830
514	77425	1425990
515	77552	1425409
516	77731	1425788
517	77888	1425743
518	77995	1424808
519	78153	1424806
520	78287	1424349
521	78422	1423921
522	78548	1423342
523	78704	1423281
524	78853	1423119
525	78990	1422734
526	79155	1422848
527	79327	1423080
528	79458	1422594
529	79589	1422095
530	79716	1421535
531	79881	1421651
532	80024	1421375
533	80145	1420715
534	80275	1420206
535	80419	1419945
536	80571	1419827
537	80709	1419460
538	80905	1420118
539	81047	1419836
540	81230	1420258
541	81395	1420368
542	81530	1419944
543	81658	1419409
544	81825	1419560
545	81994	1419739
546	82148	1419647
547	82313	1419756
548	82427	1418979
549	82623	1419623
550	82780	1419590
551	82909	1419069
552	83068	1419080
553	83240	1419294
554	83401	1419335
555	83566	1419431
556	83698	1418965
557	83805	1418084
558	83944	1417753
559	84114	1417933
560	84307	1418504
561	84441	1418080
562	84577	1417682
563	84706	1417175
564	84858	1417058
565	85010	1416933
566	85130	1416295
567	85250	1415635
568	85362	1414854
569	85529	1414994
570	85656	1414451
571	85844	1414933
572	85964	1414289
573	86088	1413708
574	86236	1413528
575	86376	1413214
576	86500	1412649
577	86638	1412304
578	86781	1412031
579	86934	1411932
580	87088	1411859
581	87267	1412178
582	87423	1412129
583	87530	1411285
584	87664	1410868
585	87867	1411575
586	87997	1411102
587	88127	1410632
588	88266	1410312
589	88404	1409981
590	88549	1409754
591	88686	1409398
592	88856	1409565
593	88972	1408886
594	89101	1408410
595	89201	1407473
596	89301	1406534
597	89441	1406229
598	89551	1405472
599	89709	1405446
600	89836	1404940
601	89993	1404918
602	90115	1404342
603	90293	1404633
604	90418	1404106
605	90564	1403903
606	90690	1403381
607	90823	1402985
608	90961	1402653
609	91111	1402517
610	91231	1401914
611	91383	1401813
612	91507	1401277
613	91646	1400972
614	91762	1400305
615	91877	1399635
616	92002	1399125
617	92159	1399093
618	92308	1398948
619	92451	1398694
620	92567	1398048
621	92699	1397647
622	92872	1397859
623	92993	1397290
624	93139	1397093
625	93292	1396999
626	93413	1396440
627	93509	1395502
628	93671	1395546
629	93804	1395148
630	93960	1395119
631	94149	1395551
632	94285	1395211
633	94424	1394920
634	94581	1394897
635	94731	1394762
636	94886	1394695
637	95054	1394824
638	95213	1394829
639	95353	1394545
640	95518	1394624
641	95685	1394739
642	95805	1394174
643	95967	1394208
644	96184	1395042
645	96317	1394661
646	96461	1394437
647	96600	1394145
648	96715	1393510
649	96845	1393087
650	96996	1392968
651	97163	1393074
652	97284	1392519
653	97464	1392818
654	97633	1392957
655	97734	1392118
656	97853	1391540
657	98038	1391908
658	98166	1391458
659	98285	1390888
660	98389	1390108
661	98490	1389277
662	98668	1389548
663	98817	1389403
664	98937	1388837
665	99076	1388561
666	99243	1388658
667	99366	1388154
668	99523	1388118
669	99702	1388400
670	99858	1388351
671	100017	1388336
672	100159	1388092
673	100309	1387955
674	100446	1387655
675	100592	1387463
676	100729	1387153
677	100863	1386800
678	100993	1386389
679	101131	1386096
680	101288	1386057
681	101438	1385931
682	101594	1385881
683	101732	1385587
684	101881	1385440
685	102071	1385855
686	102222	1385731
687	102378	1385687
688	102509	1385292
689	102684	1385500
690	102825	1385239
691	102965	1384970
692	103172	1385608
693	103355	1385919
694	103461	1385188
695	103622	1385208
696	103793	1385357
697	103913	1384812
698	104052	1384536
699	104236	1384853
700	104384	1384700
701	104497	1384071
702	104630	1383718
703	104782	1383611
704	104932	1383476
705	105067	1383147
706	105218	1383020
707	105408	1383405
708	105620	1384092
709	105772	1383981
710	105906	1383641
711	106088	1383920
712	106283	1384374
713	106398	1383776
714	106588	1384162
715	106773	1384475
716	106908	1384143
717	107048	1383878
718	107218	1383996
719	107366	1383837
720	107498	1383461
721	107595	1382642
722	107700	1381932
723	107801	1381170
724	107935	1380823
725	108042	1380145
726	108158	1379576
727	108279	1379077
728	108410	1378699
729	108548	1378416
730	108703	1378350
731	108845	1378115
732	108981	1377802
733	109105	1377349
734	109247	1377111
735	109404	1377064
736	109523	1376551
737	109664	1376309
738	109813	1376155
739	109956	1375937
740	110079	1375469
741	110227	1375317
742	110334	1374648
743	110495	1374655
744	110615	1374159
745	110767	1374045
746	110892	1373613
747	111023	1373248
748	111171	1373099
749	111321	1372964
750	111492	1373097
751	111640	1372943
752	111753	1372359
753	111861	1371708
754	111991	1371334
755	112113	1370871
756	112218	1370191
757	112395	1370390
758	112520	1369957
759	112695	1370134
760	112843	1369991
761	112945	1369281
762	113063	1368759
763	113234	1368893
764	113388	1368818
765	113499	1368213
766	113643	1368017
767	113812	1368123
768	113929	1367594
769	114098	1367697
770	114252	1367621
771	114381	1367245
772	114559	1367446
773	114695	1367161
774	114829	1366840
775	114957	1366450
776	115099	1366235
777	115272	1366380
778	115387	1365836
779	115494	1365208
780	115657	1365238
781	115803	1365054
782	115924	1364590
783	116058	1364274
784	116203	1364092
785	116337	1363780
786	116474	1363505
787	116620	1363329
788	116784	1363379
789	116922	1363105
790	117070	1362966
791	117184	1362415
792	117303	1361934
793	117444	1361709
794	117582	1361440
795	117719	1361173
796	117849	1360816
797	117998	1360674
798	118132	1360368
799	118279	1360210
800	118431	1360116
801	118560	1359746
802	118693	1359427
803	118835	1359220
804	118976	1358992
805	119094	1358505
806	119253	1358490
807	119405	1358385
808	119496	1357592
809	119628	1357268
810	119740	1356715
811	119873	1356400
812	119995	1355966
813	120126	1355624
814	120258	1355308
815	120452	1355676
816	120631	1355886
817	120821	1356217
818	121062	1357117
819	121241	1357309
820	121414	1357444
821	121592	1357635
822	121777	1357905
823	121898	1357446
824	122043	1357268
825	122180	1357000
826	122327	1356842
827	122450	1356417
828	122561	1355868
829	122706	1355689
830	122830	1355272
831	123000	1355371
832	123159	1355343
833	123298	1355097
834	123475	1355275
835	123631	1355214
836	123768	1354945
837	123959	1355273
838	124136	1355439
839	124252	1354945
840	124402	1354817
841	124555	1354725
842	124686	1354391
843	124828	1354180
844	125011	1354411
845	125158	1354256
846	125260	1353611
847	125405	1353437
848	125536	1353098
849	125665	1352748
850	125812	1352590
851	126011	1352993
852	126166	1352922
853	126291	1352527
854	126411	1352082
855	126540	1351735
856	126678	1351481
857	126795	1351007
858	126958	1351021
859	127089	1350693
860	127258	1350771
861	127370	1350246
862	127516	1350080
863	127656	1349848
864	127822	1349890
865	127962	1349668
866	128098	1349389
867	128223	1349009
868	128363	1348781
869	128499	1348501
870	128674	1348644
871	128820	1348477
872	128967	1348327
873	129130	1348332
874	129271	1348118
875	129429	1348073
876	129571	1347864
877	129714	1347673
878	129872	1347629
879	130013	1347409
880	130135	1347003
881	130269	1346705
882	130430	1346697
883	130566	1346430
884	130713	1346275
885	130879	1346319
886	131001	1345901
887	131156	1345829
888	131311	1345758
889	131420	1345216
890	131605	1345447
891	131745	1345217
892	131909	1345236
893	132045	1344969
894	132184	1344740
895	132310	1344370
896	132471	1344357
897	132663	1344658
898	132810	1344498
899	132990	1344686
900	133212	1345288
901	133423	1345773
902	133546	1345378
903	133688	1345166
904	133841	1345074
905	133957	1344599
906	134132	1344724
907	134285	1344629
908	134400	1344148
909	134542	1343946
910	134728	1344183
911	134874	1344010
912	135018	1343823
913	135194	1343960
914	135331	1343704
915	135463	1343395
916	135575	1342897
917	135729	1342804
918	135865	1342540
919	136020	1342458
920	136149	1342127
921	136319	1342196
922	136442	1341808
923	136567	1341434
924	136685	1340999
925	136834	1340855
926	136984	1340738
927	137143	1340691
928	137286	1340499
929	137407	1340089
930	137533	1339730
931	137682	1339593
932	137837	1339523
933	137981	1339332
934	138106	1338967
935	138287	1339143
936	138424	1338887
937	138582	1338846
938	138717	1338568
939	138886	1338626
940	139048	1338617
941	139177	1338289
942	139324	1338134
943	139499	1338253
944	139624	1337883
945	139729	1337327
946	139832	1336753
947	139988	1336686
948	140123	1336410
949	140227	1335852
950	140354	1335510
951	140514	1335482
952	140639	1335114
953	140772	1334830
954	140935	1334824
955	141079	1334649
956	141212	1334357
957	141374	1334352
958	141522	1334211
959	141645	1333832
960	141819	1333929
961	141985	1333951
962	142103	1333532
963	142290	1333749
964	142429	1333524
965	142561	1333227
966	142714	1333131
967	142878	1333138
968	143001	1332762
969	143116	1332312
970	143283	1332347
971	143461	1332483
972	143565	1331929
973	143720	1331847
974	143893	1331935
975	144018	1331580
976	144166	1331441
977	144339	1331523
978	144479	1331309
979	144598	1330896
980	144707	1330397
981	144806	1329800
982	144931	1329448
983	145095	1329456
984	145235	1329240
985	145398	1329234
986	145538	1329014
987	145699	1328988
988	145803	1328448
989	145913	1327955
990	146033	1327566
991	146177	1327385
992	146301	1327025
993	146437	1326775
994	146573	1326524
995	146711	1326299
996	146865	1326207
997	147014	1326072
998	147142	1325752
999	147276	1325491
1000	147441	1325496
1001	147577	1325254
1002	147725	1325110
1003	147888	1325100
1004	148043	1325030
1005	148187	1324847
1006	148382	1325127
1007	148532	1325006
1008	148697	1325013
1009	148849	1324910
1010	148975	1324572
1011	149148	1324652
1012	149322	1324742
1013	149461	1324518
1014	149626	1324524
1015	149784	1324469
1016	149914	1324174
1017	150101	1324371
1018	150262	1324344
1019	150390	1324023
1020	150541	1323907
1021	150696	1323833
1022	150812	1323406
1023	150935	1323040
1024	151089	1322954
1025	151234	1322786
1026	151359	1322446
1027	151478	1322051
1028	151675	1322332
1029	151812	1322092
1030	151926	1321660
1031	152117	1321887
1032	152282	1321896
1033	152410	1321580
1034	152561	1321463
1035	152728	1321483
1036	152861	1321211
1037	152974	1320766
1038	153088	1320335
1039	153266	1320447
1040	153381	1320024
1041	153541	1319981
1042	153698	1319921
1043	153829	1319633
1044	153961	1319350
1045	154083	1318986
1046	154249	1319003
1047	154375	1318673
1048	154528	1318573
1049	154661	1318303
1050	154775	1317877
1051	154901	1317547
1052	155068	1317568
1053	155176	1317083
1054	155329	1316987
1055	155494	1316987
1056	155647	1316894
1057	155776	1316591
1058	155906	1316301
1059	156050	1316126
1060	156196	1315967
1061	156355	1315918
1062	156495	1315706
1063	156624	1315409
1064	156753	1315107
1065	156891	1314888
1066	157053	1314865
1067	157205	1314756
1068	157354	1314624
1069	157536	1314764
1070	157733	1315033
1071	157856	1314687
1072	158032	1314781
1073	158191	1314724
1074	158353	1314705
1075	158508	1314622
1076	158625	1314223
1077	158773	1314076
1078	158965	1314304
1079	159106	1314099
1080	159229	1313754
1081	159338	1313291
1082	159505	1313303
1083	159618	1312874
1084	159790	1312934
1085	159948	1312872
1086	160077	1312577
1087	160185	1312110
1088	160348	1312090
1089	160509	1312051
1090	160621	1311619
1091	160757	1311384
1092	160886	1311085
1093	161039	1310984
1094	161159	1310619
1095	161310	1310499
1096	161468	1310437
1097	161606	1310217
1098	161737	1309941
1099	161910	1310001
1100	162074	1309989
1101	162173	1309453
1102	162341	1309477
1103	162506	1309469
1104	162634	1309171
1105	162791	1309100
1106	162944	1309003
1107	163108	1308993
1108	163240	1308716
1109	163380	1308518
1110	163482	1308005
1111	163589	1307540
1112	163753	1307526
1113	163892	1307311
1114	164022	1307031
1115	164160	1306813
1116	164282	1306466
1117	164403	1306108
1118	164548	1305949
1119	164702	1305855
1120	164853	1305738
1121	165011	1305682
1122	165123	1305258
1123	165267	1305083
1124	165430	1305059
1125	165567	1304839
1126	165718	1304721
1127	165843	1304403
1128	165965	1304059
1129	166105	1303856
1130	166254	1303722
1131	166392	1303504
1132	166543	1303391
1133	166691	1303247
1134	166802	1302819
1135	166937	1302580
1136	167089	1302475
1137	167193	1301993
1138	167314	1301641
1139	167453	1301440
1140	167575	1301094
1141	167697	1300757
1142	167843	1300606
1143	168035	1300808
1144	168185	1300681
1145	168345	1300636
1146	168475	1300359
1147	168586	1299938
1148	168777	1300129
1149	168950	1300185
1150	169071	1299835
1151	169195	1299519
1152	169371	1299588
1153	169500	1299307
1154	169653	1299209
1155	169813	1299159
1156	169957	1298994
1157	170075	1298626
1158	170212	1298403
1159	170352	1298200
1160	170468	1297818
1161	170609	1297629
1162	170786	1297712
1163	170939	1297615
1164	171061	1297276
1165	171216	1297189
1166	171374	1297133
1167	171502	1296842
1168	171642	1296642
1169	171823	1296756
1170	171963	1296552
1171	172162	1296798
1172	172332	1296825
1173	172491	1296774
1174	172609	1296404
1175	172737	1296120
1176	172860	1295793
1177	173010	1295672
1178	173184	1295727
1179	173317	1295477
1180	173483	1295474
1181	173621	1295260
1182	173755	1295016
1183	173915	1294964
1184	174043	1294678
1185	174203	1294632
1186	174315	1294223
1187	174465	1294099
1188	174581	1293722
1189	174707	1293419
1190	174849	1293238
1191	175023	1293297
1192	175182	1293235
1193	175351	1293251
1194	175482	1292991
1195	175628	1292836
1196	175808	1292937
1197	175949	1292740
1198	176106	1292671
1199	176263	1292599
1200	176402	1292390
1201	176564	1292360
1202	176713	1292228
1203	176830	1291864
1204	176957	1291571
1205	177101	1291400
1206	177224	1291082
1207	177384	1291027
1208	177548	1291009
1209	177688	1290812
1210	177881	1290997
1211	178017	1290771
1212	178143	1290476
1213	178248	1290028
1214	178404	1289946
1215	178531	1289653
1216	178680	1289521
1217	178844	1289500
1218	178995	1289381
1219	179118	1289067
1220	179266	1288929
1221	179424	1288859
1222	179552	1288581
1223	179700	1288439
1224	179855	1288352
1225	179975	1288014
1226	180133	1287946
1227	180288	1287859
1228	180434	1287706
1229	180545	1287303
1230	180710	1287287
1231	180897	1287428
1232	181009	1287033
1233	181163	1286934
1234	181318	1286847
1235	181459	1286661
1236	181615	1286578
1237	181732	1286220
1238	181939	1286498
1239	182116	1286566
1240	182237	1286233
1241	182360	1285923
1242	182520	1285865
1243	182690	1285881
1244	182847	1285807
1245	182975	1285525
1246	183113	1285315
1247	183286	1285353
1248	183423	1285139
1249	183607	1285251
1250	183778	1285274
1251	183914	1285050
1252	184060	1284896
1253	184245	1285015
1254	184386	1284827
1255	184538	1284717
1256	184706	1284718
1257	184851	1284556
1258	185003	1284443
1259	185172	1284453
1260	185309	1284232
1261	185532	1284614
1262	185656	1284307
1263	185836	1284386
1264	185976	1284196
1265	186105	1283920
1266	186258	1283816
1267	186379	1283489
1268	186510	1283230
1269	186660	1283105
1270	186784	1282800
1271	186947	1282764
1272	187090	1282592
1273	187227	1282376
1274	187389	1282329
1275	187538	1282199
1276	187681	1282022
1277	187888	1282287
1278	188017	1282017
1279	188149	1281769
1280	188300	1281651
1281	188451	1281527
1282	188599	1281391
1283	188754	1281293
1284	188947	1281463
1285	189074	1281181
1286	189232	1281107
1287	189356	1280805
1288	189509	1280698
1289	189671	1280652
1290	189855	1280750
1291	189997	1280572
1292	190145	1280429
1293	190261	1280075
1294	190392	1279820
1295	190548	1279735
1296	190694	1279579
1297	190848	1279478
1298	190987	1279277
1299	191113	1278992
1300	191247	1278756
1301	191402	1278663
1302	191546	1278496
1303	191656	1278104
1304	191802	1277947
1305	191923	1277630
1306	192084	1277573
1307	192231	1277425
1308	192377	1277273
1309	192501	1276973
1310	192644	1276802
1311	192808	1276767
1312	192945	1276556
1313	193075	1276296
1314	193235	1276234
1315	193344	1275840
1316	193480	1275619
1317	193616	1275404
1318	193743	1275123
1319	193910	1275107
1320	194050	1274913
1321	194178	1274647
1322	194319	1274460
1323	194481	1274409
1324	194664	1274498
1325	194796	1274260
1326	194955	1274190
1327	195109	1274088
1328	195273	1274053
1329	195437	1274019
1330	195587	1273888
1331	195750	1273845
1332	195892	1273671
1333	196072	1273734
1334	196215	1273560
1335	196407	1273709
1336	196587	1273772
1337	196725	1273569
1338	196916	1273706
1339	197072	1273621
1340	197208	1273401
1341	197320	1273024
1342	197479	1272957
1343	197612	1272720
1344	197725	1272355
1345	197892	1272335
1346	198041	1272198
1347	198178	1271986
1348	198381	1272198
1349	198564	1272283
1350	198720	1272190
1351	198890	1272195
1352	199038	1272049
1353	199149	1271677
1354	199284	1271452
1355	199374	1270939
1356	199486	1270565
1357	199603	1270233
1358	199754	1270112
1359	199899	1269949
1360	200056	1269866
1361	200211	1269768
1362	200346	1269545
1363	200469	1269246
1364	200630	1269188
1365	200779	1269056
1366	200923	1268892
1367	201061	1268687
1368	201219	1268608
1369	201329	1268230
1370	201450	1267919
1371	201585	1267699
1372	201735	1267566
1373	201859	1267276
1374	202006	1267134
1375	202141	1266908
1376	202278	1266700
1377	202441	1266654
1378	202593	1266540
1379	202722	1266278
1380	202882	1266213
1381	203058	1266247
1382	203200	1266075
1383	203324	1265783
1384	203489	1265749
1385	203638	1265612
1386	203786	1265474
1387	203943	1265387
1388	204082	1265196
1389	204190	1264805
1390	204345	1264706
1391	204537	1264840
1392	204665	1264578
1393	204830	1264538
1394	205036	1264757
1395	205177	1264576
1396	205323	1264420
1397	205462	1264225
1398	205601	1264031
1399	205719	1263706
1400	205848	1263448
1401	206012	1263407
1402	206140	1263144
1403	206305	1263108
1404	206428	1262815
1405	206544	1262475
1406	206701	1262391
1407	206850	1262258
1408	207017	1262231
1409	207132	1261893
1410	207271	1261694
1411	207436	1261658
1412	207568	1261420
1413	207681	1261069
1414	207822	1260886
1415	207966	1260724
1416	208083	1260398
1417	208239	1260304
1418	208393	1260197
1419	208524	1259959
1420	208678	1259855
1421	208794	1259522
1422	208937	1259350
1423	209073	1259139
1424	209210	1258930
1425	209343	1258704
1426	209462	1258392
1427	209615	1258277
1428	209762	1258132
1429	209889	1257870
1430	210025	1257660
1431	210174	1257524
1432	210298	1257244
1433	210421	1256950
1434	210527	1256565
1435	210677	1256437
1436	210800	1256147
1437	210944	1255985
1438	211090	1255836
1439	211247	1255748
1440	211370	1255462
1441	211494	1255178
1442	211646	1255066
1443	211797	1254942
1444	211932	1254727
1445	212058	1254461
1446	212237	1254501
1447	212356	1254196
1448	212472	1253866
1449	212590	1253549
1450	212773	1253618
1451	212896	1253331
1452	213072	1253356
1453	213205	1253133
1454	213341	1252925
1455	213492	1252804
1456	213634	1252629
1457	213823	1252727
1458	213990	1252700
1459	214153	1252650
1460	214295	1252476
1461	214434	1252283
1462	214571	1252083
1463	214739	1252061
1464	214895	1251965
1465	215045	1251841
1466	215220	1251856
1467	215317	1251423
1468	215468	1251301
1469	215611	1251134
1470	215748	1250932
1471	215867	1250625
1472	215997	1250382
1473	216125	1250124
1474	216273	1249985
1475	216409	1249781
1476	216547	1249580
1477	216688	1249405
1478	216821	1249177
1479	216976	1249079
1480	217153	1249106
1481	217291	1248914
1482	217415	1248638
1483	217559	1248476
1484	217701	1248299
1485	217845	1248138
1486	217991	1247987
1487	218134	1247822
1488	218335	1247984
1489	218491	1247891
1490	218623	1247666
1491	218738	1247336
1492	218874	1247130
1493	219028	1247025
1494	219150	1246738
1495	219266	1246421
1496	219442	1246440
1497	219615	1246440
